period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
2016-08-01,2016-08-31,30,national,11,1400,f, National,National,U.S.,US,Multi-Family (2-4 Unit),4,262241.0,0.0188261462302381,0.0413051479265138,267500.0,-0.0077130620992055,0.063352851804777,124.0,0.0350200327961893,0.0170892689914714,124.0,-0.0134925659588076,0.035808338171376,10056.0,0.1597469492676808,0.1755709506387019,8078.0,0.0525720597860275,0.05246186820131,13538.0,0.0578978865155364,0.0079733549500633,42422.0,0.0037954179066135,-0.1340582567918836,4.21843489921897,-0.6553839265894829,-1.508358575720928,42.0,0.0,-5.0,0.9607609145044956,-0.0043235621338104,-0.0012070119540347,0.2422951597056601,-0.0189186169621678,0.0127964183991009,0.1043965153531862,0.0104521542979683,0.008584543201753,0.35922332493063,-0.0013056427123991,0.0441256588066631,,,2022-01-09 14:33:38
2012-02-01,2012-02-29,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,165449.190614611,-0.0157552355559991,,169877.979876562,0.0094675510012656,,107.833009267793,-0.0074756276867297,,111.921776765229,0.0037833540772858,,31633.750599838,0.0157600479776702,,,,,42184.083051129295,-0.0063995032294199,,,,,5.187202035107769,-0.4183826682690101,,75.036993039629,-2.0,,,,,0.1818250553203419,-0.007701375417744,,,,,0.308324685648039,0.00263113448453,,,,2022-01-09 00:00:00
2017-07-01,2017-07-31,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,272835.656027632,0.0016793192947224,0.0711070483931841,285512.014204321,0.0026967210582475,0.0499488034440465,138.00204337453,-0.0009227946901831,0.0722107336690114,142.884972844124,0.0099434257027122,0.054387437135442,,,,340679.978227528,-0.0028946567471841,0.0767976204863785,483473.897652681,0.0023884531533608,0.0180771491043381,,,,3.07323091612567,0.0606551265964401,-0.3443822737596899,,,,,,,0.246297900608139,-0.0018468914719899,0.014186313019832,0.127676678711483,0.0021341063959799,-0.0010512494631809,0.3778572027128799,0.0029805661854669,0.0264462470721759,,,2022-01-09 00:00:00
2015-10-01,2015-10-31,30,national,11,1400,f, National,National,U.S.,US,Single Family Residential,6,238718.0,-0.0024311737463258,0.0600385639434772,251237.0,-0.013991247437775,0.0597697050517038,123.0,-0.0016023281096813,0.0598482129410997,128.0,-0.0075696387044954,0.055965182484065,387958.0,-0.0560610651747673,0.04042021795738,293539.0,-0.0403624209645087,0.1268133658229704,437160.0,-0.0587380277839933,0.0265307645665717,1524698.0,-0.0373370728946542,-0.0458940714726481,3.930059298695196,0.0764404631124881,-0.355537331487219,55.0,5.0,-8.0,0.9748999301284212,-0.0022774883864048,0.0034584644421076,0.1987181350607055,-0.009687854961342,0.0179349992875387,0.149756530659673,0.0013541535679423,0.0300751452652355,0.2938908252250898,-0.0074603648017096,0.0288659454698666,,,2022-01-09 14:33:38
2016-02-01,2016-02-29,30,national,11,1400,f, National,National,U.S.,US,Townhouse,13,211842.0,0.032646642937562,0.0500460728585092,231787.0,0.0351578430008581,0.0463314958658556,133.0,0.015164343697489,0.0429756562464773,141.0,0.0211086885619991,0.0376468412007116,32274.0,0.1019616946939274,0.1411860076650515,30495.0,0.2191160448437992,0.1370342115987426,49864.0,0.1834672470247824,0.0898375399064084,123176.0,0.0203211010009967,-0.0702953225055951,3.816530408625187,-0.3053781874172765,-0.8681519486682729,60.0,1.0,-7.0,0.9772709497146794,0.0006804427578516,0.0020860027207815,0.2068728855395545,0.0086737296083721,0.0211707580597201,0.1291259205503199,0.0481518597027832,0.0491075003977547,0.4465959657272115,0.0835751291487619,0.0305065220399383,,,2022-01-09 14:33:38
2017-11-01,2017-11-30,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,247110.866294248,0.0025538616497751,0.0579195218172694,261372.847220486,0.0392095785149257,0.0693415238148593,152.395141164778,-0.000583896542357,0.0509614090804995,157.823201342435,0.0198143570810458,0.0580034272421006,48321.102486061296,0.0272055210382031,0.0600110784636702,,,,55546.6639623195,0.0113583629277993,0.0586544984861621,,,,2.35591361583193,-0.07577127275181,-0.3765206125420599,35.2270547525707,1.0,-6.0,,,,0.2683243101306629,0.0116391937492759,0.035483929098271,,,,0.4392232233443659,-0.00727444253925,0.0393714688829969,,,2022-01-09 00:00:00
2021-01-01,2021-01-31,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,306757.821972953,0.0237681941947371,0.1203359393128566,308542.110597286,-0.0127754637268646,0.0885306533190866,184.569186829031,0.0162981745230179,0.1039485436775611,191.297602457238,0.0017975137756849,0.1152398715923184,64996.627416615294,0.0289719222056616,0.2647254596878543,,,,61253.3157881249,-0.1505293215576774,0.0341199506262968,,,,1.28371823934835,-0.1400632263825301,-1.1027450849636802,25.099146941521,-1.0,-13.0,,,,0.3876086510561669,0.0121101705228989,0.1500080775333339,,,,0.502957667974086,0.002942382112853,0.090812059016777,,,2022-01-09 00:00:00
2013-09-01,2013-09-30,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,,,,218653.917973645,-0.001601917835293,0.1192827621194527,114.093269839668,0.0001160087302223,0.1126592128775425,118.863968590984,0.000359214523506,0.1093097943063701,,,,323780.64600992,-0.0112808708050249,0.1958856994798945,,,,,,,,,,60.7510323091649,-1.0,-15.0,0.975637908471468,-0.0003722817683149,0.005926906045663,,,,0.0625288137413031,0.0032920399696828,0.010676962876044,,,,,,2022-01-09 00:00:00
2018-05-01,2018-05-31,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,239983.687142827,-0.0095749553221574,0.0422603218782329,257091.092772247,-0.0128901989179539,0.0531267900130396,,,,217.610227409645,-0.0106399756351928,0.0482592147782279,,,,53259.6150948987,-0.0112750601601003,0.0276281820752495,,,,161975.524437589,0.0166880374293152,-0.0172427656607435,2.78395014609264,0.1257322077536402,-0.0597812682017,34.7088421718352,0.0,-6.0,,,,0.231702863167465,-0.0045188510288889,0.011215951137998,0.11324956597812,0.0026447937467179,0.0228356123162127,0.408655314256388,0.002281667633896,0.009568048136777,,,2022-01-09 00:00:00
2018-08-01,2018-08-31,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,279891.123331438,0.0011636032098469,0.0507826498209031,294572.406269595,0.0043928269417858,0.0524804719676923,151.35577224704,0.0004314647070771,0.0502202861852927,157.91938360308,0.0018295083371735,0.0610420499981996,522479.980517071,-0.0207587061193563,-0.0043713686171498,442391.372567518,-0.0378697546894734,0.0068866251310533,637259.430905129,0.0046954396075034,0.0373362043293807,1553836.07988753,0.0175446766929996,-0.0005727669920767,2.9094011078637094,0.1046235458195896,-0.0006131196039103,42.2431844641935,1.0,-2.0,0.983121782540847,-0.0004582075163069,-0.0001557914803829,0.239911677669325,-0.0084634565475409,-0.004670588869291,0.145619067479576,0.002396627844179,0.025708565686593,,,,,,2022-01-09 00:00:00
2021-06-01,2021-06-30,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,374548.938306195,0.0146777537549394,0.2496220750074262,371180.780984427,0.0145843206348286,0.1464348586473274,202.06294715011296,0.0127612832294998,0.270006327436707,202.350123599173,0.0075463931434571,0.166945414864873,580765.735525911,-0.0161736413527189,0.2367536061127284,546750.95758138,0.0015445452913342,0.1617259785086948,647053.137724631,0.0513085268758681,0.1208456878488515,744152.31875121,0.0278060082854172,-0.3491291126451273,1.3850655183401,0.0136844913307399,-1.11586924500047,22.3245798271818,-1.0,-24.0,1.01844621364538,0.00301398391368,0.035567824661975,0.491653540199225,0.018465467048721,0.25672529334124,0.0887320556689937,0.0057936434671361,-0.0261275518031512,,,,,,2022-01-09 00:00:00
2019-06-01,2019-06-30,30,national,11,1400,f, National,National,U.S.,US,Townhouse,13,267527.0,-0.001711973256706,0.0346692157636765,270224.0,-0.0200167802293089,0.031257838645214,162.0,-0.0047637653821033,0.0194874820855368,166.0,-0.0140918458937386,0.0266184043854744,57530.0,-0.0369087501217559,-0.0427975035981178,50962.0,-0.0696666555079678,-0.0070655206952128,65749.0,-0.1169762806846196,-0.0037839918500186,132782.0,0.0219655806706231,0.1400143433817528,2.308057215843424,0.1329646776598236,0.3701183279079678,32.0,1.0,8.0,0.9901502752607878,0.0003480874644437,-0.0035665771895145,0.2763237113648893,-0.0004088028984944,-0.0411113863113861,0.1391618309126296,-0.0033242062228259,0.0089877835130899,0.4117465299252235,-0.0314551644431654,-0.0485933247355577,,,2022-01-09 14:33:38
2012-11-01,2012-11-30,30,national,11,1400,f, National,National,U.S.,US,All Residential,-1,188966.0,0.0230688867941966,0.1105699812469827,185932.0,-0.0282872096644831,0.0823546390442411,104.0,0.0155978325816121,0.0982330564848878,104.0,-0.0200122852914748,0.0717515005464832,396420.0,-0.0590126932691318,0.2045894557435992,242854.0,-0.1464311795132178,0.2198421370897516,382960.0,-0.2061460763343719,-0.0220602892526338,1815739.0,-0.057753894214233,-0.1770257558755115,4.580340044418306,0.0061191313857653,-2.1239151137684646,73.0,0.0,-19.0,0.9693584960760911,-0.0002964870856517,0.0112614347146975,0.2022474335073318,-0.0037570752208964,0.0342894375095565,0.0479721806997397,-0.0099580367226511,-0.0166335511157952,0.2696365086843449,-0.0275449250031398,0.0428431083353016,,,2022-01-09 14:33:38
2019-03-01,2019-03-31,30,national,11,1400,f, National,National,U.S.,US,All Residential,-1,283018.0,0.029719269920005,0.0220487508396112,314134.0,0.0178184447711793,0.035313655916318,153.0,0.0220457309272437,0.0267065170456417,163.0,0.0070585467989452,0.0410936051969024,490564.0,0.3104364615698995,-0.0531977529946645,457924.0,0.3735223881652598,-0.0613765514666645,711358.0,0.3062370630160871,-0.0245728596391701,1493318.0,0.0385685338181886,0.0818778975729965,3.044082422434273,-0.7968548566073655,0.3800626803766897,50.0,-9.0,4.0,0.9810089005973364,0.0032937274375093,-0.0039203202086312,0.2140731757784085,0.0209552144663613,-0.042162007189837,0.130916542902108,0.0081624058160792,0.0153451580905214,0.4556997109792956,0.0306264601743576,-0.0317342396676392,,,2022-01-09 14:33:38
2018-03-01,2018-03-31,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,242391.227032952,-0.0085947141989324,0.0576388517880994,255598.10963518696,0.0070204819329093,0.0476704491929962,,,,216.52084832044096,0.0057751947518229,0.043900654987298,,,,53983.7439758006,0.0094269737743117,0.0402804796912146,,,,159047.903598857,0.002246186700493,-0.0527725828363976,2.6094663356433694,-0.1097779401195899,-0.20116026867889,34.8249461660822,-1.0,-6.0,,,,0.2328377879260659,-0.010141307885196,0.0188370964617519,0.1090663809779799,0.0038707907813599,0.0118192433513946,0.4104803849247329,-0.012594294766052,0.0196303130001749,,,2022-01-09 00:00:00
